City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Kargasok,RU,2020-12-27 17:40:23,59.06,80.86,-30.6,83,66,9.93
303,Honiara,SB,2020-12-27 17:40:23,-9.43,159.95,75.2,94,20,2.24
304,Treinta Y Tres,UY,2020-12-27 17:40:23,-33.23,-54.38,84.87,47,44,11.63
305,Sobolevo,RU,2020-12-27 17:40:23,54.43,31.9,25.59,97,85,7.58
306,Yenagoa,NG,2020-12-27 17:40:24,4.92,6.26,80.31,76,43,8.1
307,Egvekinot,RU,2020-12-27 17:38:25,66.32,-179.17,-5.01,88,64,21.32
308,Keetmanshoop,NA,2020-12-27 17:40:24,-26.58,18.13,93.18,11,0,7.76
309,Buala,SB,2020-12-27 17:37:59,-8.14,159.59,78.53,84,96,4.56
310,Kankon,IN,2020-12-27 17:40:25,15.02,74.02,74.88,59,44,5.03
311,Pevek,RU,2020-12-27 17:36:47,69.7,170.31,-22.07,87,1,3.89
312,Hit,IQ,2020-12-27 17:40:25,33.64,42.83,51.35,41,58,2.89
313,Mareeba,AU,2020-12-27 17:40:25,-17.0,145.43,77.0,88,40,4.7
314,Aklavik,CA,2020-12-27 17:37:19,68.22,-135.01,-5.8,76,75,4.7
315,Jalu,LY,2020-12-27 17:40:26,29.03,21.55,53.06,59,85,2.39
316,Bitung,ID,2020-12-27 17:40:26,1.45,125.18,77.0,94,20,1.12
317,San Jose,US,2020-12-27 17:39:20,37.34,-121.89,48.99,87,75,1.32
318,Torres,BR,2020-12-27 17:38:45,-29.34,-49.73,74.71,89,98,13.11
319,Barpeta,IN,2020-12-27 17:40:27,26.32,91.0,57.2,87,75,4.07
320,Lorengau,PG,2020-12-27 17:37:09,-2.02,147.27,82.24,78,98,8.72
321,Songjianghe,CN,2020-12-27 17:40:27,42.19,127.48,16.74,97,99,1.92
322,Nikel,RU,2020-12-27 17:40:28,69.41,30.22,-9.4,83,20,8.05
323,Catumbela,AO,2020-12-27 17:40:28,-12.43,13.55,76.55,80,98,6.2
324,Terme,TR,2020-12-27 17:40:28,41.21,36.97,51.8,66,40,1.12
325,Sistranda,NO,2020-12-27 17:40:28,63.73,8.83,44.6,56,0,27.51
326,Guiglo,CI,2020-12-27 17:40:28,6.55,-7.5,82.62,54,95,3.18
327,Sol-Iletsk,RU,2020-12-27 17:40:29,51.16,54.99,25.86,98,100,20.71
328,Padang,ID,2020-12-27 17:37:49,-0.95,100.35,77.76,75,56,4.85
329,Maarianhamina,AX,2020-12-27 17:40:29,60.1,19.93,41.0,80,90,27.51
330,Husavik,IS,2020-12-27 17:38:07,66.04,-17.34,35.6,92,90,26.4
331,Kassala,SD,2020-12-27 17:40:30,15.45,36.4,80.15,28,89,10.76
332,Slave Lake,CA,2020-12-27 17:40:30,55.28,-114.77,1.4,84,20,5.82
333,Tsiroanomandidy,MG,2020-12-27 17:40:30,-18.77,46.03,69.06,94,100,4.88
334,Polunochnoye,RU,2020-12-27 17:40:30,60.87,60.42,-13.32,90,100,9.04
335,Ghanzi,BW,2020-12-27 17:40:31,-21.57,21.78,84.58,39,68,12.12
336,Garissa,KE,2020-12-27 17:40:31,-0.45,39.64,83.93,42,92,3.24
337,Porosozero,RU,2020-12-27 17:40:31,62.72,32.73,15.06,97,100,8.3
338,Sirvintos,LT,2020-12-27 17:40:32,55.05,24.95,28.4,79,0,17.22
339,Hervey Bay,AU,2020-12-27 17:36:25,-25.3,152.85,70.0,83,2,8.86
340,Sidney,AU,2020-12-27 17:39:50,-33.87,151.21,77.0,61,0,8.05
341,Gambela,ET,2020-12-27 17:40:32,8.25,34.58,86.65,31,45,1.81
342,Shitanjing,CN,2020-12-27 17:40:33,39.23,106.34,21.2,78,98,7.58
343,Adilabad,IN,2020-12-27 17:40:33,19.67,78.53,67.32,39,63,4.56
344,Bilibino,RU,2020-12-27 17:36:58,68.05,166.44,-22.72,81,0,0.94
345,Mindelo,CV,2020-12-27 17:38:05,16.89,-24.98,77.0,61,75,13.87
346,Sandwick,GB,2020-12-27 17:40:33,60.0,-1.25,32.0,64,20,2.24
347,Mount Isa,AU,2020-12-27 17:37:06,-20.73,139.5,78.8,94,75,8.05
348,Chengde,CN,2020-12-27 17:40:34,40.97,117.94,17.31,90,12,2.04
349,Koslan,RU,2020-12-27 17:40:34,63.46,48.9,4.8,94,96,4.0
350,Hukuntsi,BW,2020-12-27 17:40:34,-24.0,21.75,85.3,31,78,11.5
351,Kerema,PG,2020-12-27 17:40:35,-7.96,145.78,77.83,81,100,6.15
352,Nyurba,RU,2020-12-27 17:40:35,63.28,118.33,-12.62,89,100,7.25
353,Koulamoutou,GA,2020-12-27 17:40:35,-1.13,12.47,75.31,91,68,2.86
354,Douglasville,US,2020-12-27 17:40:35,33.75,-84.75,53.01,43,0,1.01
355,Ipixuna,BR,2020-12-27 17:40:36,-1.76,-48.8,89.6,52,40,14.99
356,Anaco,VE,2020-12-27 17:40:36,9.44,-64.47,88.38,43,51,4.34
357,Langxiang,CN,2020-12-27 17:37:36,46.95,128.88,-6.0,81,14,2.26
358,Port Hardy,CA,2020-12-27 17:40:36,50.7,-127.42,44.6,93,75,3.36
359,Corumba,BR,2020-12-27 17:40:37,-19.01,-57.65,93.2,52,40,10.29
360,Lagoa,PT,2020-12-27 17:37:23,39.05,-27.98,57.24,73,62,16.24
361,Coffs Harbour,AU,2020-12-27 17:36:21,-30.3,153.13,71.01,83,97,4.7
362,Jiwani,PK,2020-12-27 17:40:37,25.05,61.74,65.26,33,0,9.78
363,Bay Roberts,CA,2020-12-27 17:40:38,47.6,-53.26,41.0,93,90,8.05
364,Sambava,MG,2020-12-27 17:38:38,-14.27,50.17,81.16,84,100,3.76
365,Miraflores,MX,2020-12-27 17:40:38,19.22,-98.81,69.01,34,5,5.84
366,Suhbaatar,MN,2020-12-27 17:40:38,50.23,106.21,-12.8,77,100,7.29
367,Aykhal,RU,2020-12-27 17:40:39,66.0,111.5,-5.8,83,90,6.71
368,Severo-Kurilsk,RU,2020-12-27 17:37:23,50.68,156.12,22.28,87,91,17.07
369,Ostrovnoy,RU,2020-12-27 17:38:02,68.05,39.51,1.56,92,37,6.31
370,Champerico,GT,2020-12-27 17:40:39,14.3,-91.92,84.2,62,20,4.7
371,Yumen,CN,2020-12-27 17:37:32,40.28,97.2,19.85,80,77,15.66
372,Querfurt,DE,2020-12-27 17:40:40,51.38,11.6,36.0,72,100,5.99
373,Morondava,MG,2020-12-27 17:40:40,-20.28,44.28,80.92,72,100,3.22
374,Bulancak,TR,2020-12-27 17:40:40,40.94,38.23,48.2,66,0,1.12
375,Sao Filipe,CV,2020-12-27 17:37:51,14.9,-24.5,75.04,75,96,12.37
376,Taltal,CL,2020-12-27 17:40:41,-25.4,-70.48,69.67,60,18,8.84
377,Linares,CL,2020-12-27 17:40:41,-35.85,-71.6,95.25,16,0,3.65
378,Channel-Port Aux Basques,CA,2020-12-27 17:40:41,47.57,-59.14,35.02,82,50,24.67
379,Tual,ID,2020-12-27 17:40:41,-5.67,132.75,83.05,74,100,7.76
380,Kaniama,CD,2020-12-27 17:40:42,-7.57,24.18,69.37,92,92,1.14
381,Takhtamygda,RU,2020-12-27 17:40:42,54.1,123.57,-24.9,81,57,1.88
382,Manokwari,ID,2020-12-27 17:40:42,-0.87,134.08,79.45,77,100,6.73
383,Bonavista,CA,2020-12-27 17:35:51,48.65,-53.11,41.0,65,100,8.05
384,Valparaiso,CL,2020-12-27 17:37:30,-33.04,-71.63,68.0,72,20,3.36
385,Qui Nhon,VN,2020-12-27 17:38:32,13.77,109.23,71.6,88,100,8.12
386,Awbari,LY,2020-12-27 17:40:43,26.59,12.78,52.02,44,0,6.98
387,Hegra,NO,2020-12-27 17:40:43,63.46,11.11,44.6,52,75,28.86
388,Bucerias,MX,2020-12-27 17:40:44,20.75,-105.33,71.6,64,40,3.36
389,Mbigou,GA,2020-12-27 17:40:44,-1.9,11.91,70.84,94,93,2.39
390,Kumluca,TR,2020-12-27 17:40:44,36.37,30.29,57.24,63,98,4.97
391,Omsukchan,RU,2020-12-27 17:40:44,62.53,155.8,-31.58,80,96,4.18
392,Dargaville,NZ,2020-12-27 17:37:46,-35.93,173.88,55.49,75,18,8.97
393,Narsaq,GL,2020-12-27 17:37:24,60.92,-46.05,26.6,68,86,4.7
394,Zheleznodorozhnyy,RU,2020-12-27 17:38:05,55.75,38.0,21.2,79,75,6.71
395,Amos,CA,2020-12-27 17:40:45,48.57,-78.12,12.2,85,90,4.7
396,Sabha,LY,2020-12-27 17:40:45,27.04,14.43,53.98,41,0,11.03
397,Fereydun Kenar,IR,2020-12-27 17:40:12,36.69,52.52,49.87,50,0,4.0
398,Sai Buri,TH,2020-12-27 17:40:46,6.7,101.62,77.05,87,24,7.92
399,Portland,US,2020-12-27 17:36:03,45.52,-122.68,44.01,81,75,9.17
400,Khatanga,RU,2020-12-27 17:37:12,71.97,102.5,-18.6,88,100,13.18
401,Havre-Saint-Pierre,CA,2020-12-27 17:38:44,50.23,-63.6,23.0,67,90,24.16
402,Changji,CN,2020-12-27 17:40:47,44.02,87.32,8.6,84,75,4.47
403,Binzhou,CN,2020-12-27 17:39:34,37.37,118.02,37.0,69,24,6.46
404,Caravelas,BR,2020-12-27 17:37:35,-17.71,-39.25,83.17,63,0,10.69
405,Yongchang,CN,2020-12-27 17:40:47,30.04,119.73,46.0,86,9,7.0
406,Sur,OM,2020-12-27 17:40:48,22.57,59.53,66.45,48,0,13.82
407,Sainte-Marie,RE,2020-12-27 17:40:48,-20.9,55.55,75.2,88,94,12.75
408,Nemuro,JP,2020-12-27 17:38:30,43.32,145.57,26.02,85,15,8.72
409,Rabo De Peixe,PT,2020-12-27 17:40:48,37.8,-25.58,57.2,71,75,12.75
410,Kwinana,AU,2020-12-27 17:40:49,-32.25,115.77,63.0,45,0,16.11
411,Robertsport,LR,2020-12-27 17:40:49,6.75,-11.37,81.25,81,92,12.37
412,Labytnangi,RU,2020-12-27 17:38:00,66.66,66.42,-24.99,82,100,16.11
413,Tamiahua,MX,2020-12-27 17:40:49,21.27,-97.45,71.28,66,7,3.96
414,Nome,US,2020-12-27 17:38:19,64.5,-165.41,23.0,79,1,21.92
415,Naldurg,IN,2020-12-27 17:40:50,17.82,76.3,68.34,37,100,7.99
416,Leningradskiy,RU,2020-12-27 17:37:23,69.38,178.42,-7.64,79,0,7.36
417,Omboue,GA,2020-12-27 17:40:50,-1.57,9.26,78.58,88,90,7.25
418,Komsomolskiy,UZ,2020-12-27 17:40:50,40.43,71.72,30.2,92,90,2.24
419,Pout,SN,2020-12-27 17:40:51,14.77,-17.06,84.2,42,0,17.22
420,Ciputat,ID,2020-12-27 17:40:51,-6.24,106.7,81.0,78,20,5.82
421,Artemovsk,UA,2020-12-27 17:40:51,49.84,36.04,28.0,92,75,3.18
422,Wagga Wagga,AU,2020-12-27 17:40:51,-35.12,147.37,75.2,36,98,9.17
423,Vallentuna,SE,2020-12-27 17:40:52,59.53,18.08,39.99,74,75,23.04
424,Bandarbeyla,SO,2020-12-27 17:40:52,9.49,50.81,75.49,74,99,24.76
425,Raga,SS,2020-12-27 17:40:52,8.46,25.68,80.01,28,0,5.14
426,Pilar,BR,2020-12-27 17:40:52,-9.6,-35.96,84.2,66,75,8.05
427,Buston,TJ,2020-12-27 17:40:53,40.23,69.69,26.6,92,90,6.71
428,Ishigaki,JP,2020-12-27 17:36:13,24.34,124.16,72.48,79,85,23.47
429,Kasongo-Lunda,CD,2020-12-27 17:40:27,-6.47,16.82,73.69,89,63,2.51
430,Felanitx,ES,2020-12-27 17:40:53,39.47,3.15,57.2,62,20,17.22
431,Ostrow Mazowiecka,PL,2020-12-27 17:40:54,52.8,21.9,32.0,63,36,7.0
432,Tsivilsk,RU,2020-12-27 17:40:54,55.86,47.47,26.6,92,75,8.95
433,Gwembe,ZM,2020-12-27 17:40:54,-16.5,27.61,68.81,91,15,1.61
434,Ahipara,NZ,2020-12-27 17:37:40,-35.17,173.17,55.94,76,7,9.24
435,Tura,IN,2020-12-27 17:36:51,25.52,90.22,57.6,82,5,2.8
436,Burlatskoye,RU,2020-12-27 17:40:55,45.06,43.63,37.42,96,98,5.57
437,Kijabe,KE,2020-12-27 17:40:55,-0.93,36.58,59.0,84,66,8.99
438,Ust-Ilimsk,RU,2020-12-27 17:40:55,58.0,102.66,-31.32,82,100,3.85
439,Mabaruma,GY,2020-12-27 17:36:50,8.2,-59.78,84.61,65,87,7.0
440,La Suiza,CR,2020-12-27 17:40:56,9.85,-83.61,73.4,60,40,18.34
441,Korla,CN,2020-12-27 17:37:26,41.76,86.15,21.63,86,0,1.86
442,Olinda,BR,2020-12-27 17:40:56,-8.01,-34.86,82.4,58,40,10.29
443,Dobeln,DE,2020-12-27 17:40:56,51.12,13.12,35.01,61,100,1.01
444,Finschhafen,PG,2020-12-27 17:40:56,-6.6,147.87,80.65,78,100,9.89
445,Bida,NG,2020-12-27 17:40:57,9.08,6.02,85.68,19,28,2.26
446,Severomuysk,RU,2020-12-27 17:40:57,56.15,113.43,-31.56,85,100,6.06
447,Eyrarbakki,IS,2020-12-27 17:40:57,63.86,-21.15,37.4,69,75,19.46
448,Vidim,RU,2020-12-27 17:40:57,56.41,103.11,-28.52,82,100,4.54
449,Huntsville,US,2020-12-27 17:40:58,34.73,-86.59,54.0,37,1,10.29
450,Saint George,US,2020-12-27 17:33:40,37.1,-113.58,35.6,37,75,2.75
451,Nara,JP,2020-12-27 17:40:58,34.69,135.8,44.01,79,100,4.99
452,Ampanihy,MG,2020-12-27 17:37:41,-24.7,44.75,83.93,57,48,16.91
453,Hohenstein-Ernstthal,DE,2020-12-27 17:40:58,50.8,12.72,34.0,60,100,14.43
454,Celestun,MX,2020-12-27 17:40:59,20.87,-90.4,73.29,56,1,6.35
455,Namibe,AO,2020-12-27 17:36:30,-15.2,12.15,71.08,81,99,11.32
456,Axim,GH,2020-12-27 17:37:41,4.87,-2.24,80.85,80,45,8.37
457,Mundo Nuevo,MX,2020-12-27 17:40:59,18.7,-95.5,71.1,71,6,5.32
458,Puerto Rico,AR,2020-12-27 17:40:59,-26.8,-55.02,94.78,29,39,5.21
459,Jaca,ES,2020-12-27 17:41:00,42.57,-0.55,30.99,83,82,3.49
460,Huilong,CN,2020-12-27 17:41:00,31.81,121.66,46.99,99,0,5.19
461,Rabat,MA,2020-12-27 17:37:58,33.99,-6.84,60.8,72,0,4.7
462,Cockburn Town,TC,2020-12-27 17:38:22,21.46,-71.14,78.8,69,40,3.36
463,Nago,JP,2020-12-27 17:41:01,26.59,127.98,64.4,93,1,6.93
464,Chilca,PE,2020-12-27 17:41:01,-12.52,-76.74,73.4,73,0,11.41
465,Dhidhdhoo,MV,2020-12-27 17:39:21,6.88,73.1,81.97,70,54,8.48
466,Cherepanovo,RU,2020-12-27 17:41:02,54.22,83.38,-29.36,83,20,4.88
467,Rumoi,JP,2020-12-27 17:41:02,43.93,141.64,24.62,97,100,4.47
468,Nosy Varika,MG,2020-12-27 17:41:02,-20.58,48.53,78.64,89,100,9.82
469,Sakakah,SA,2020-12-27 17:41:03,29.97,40.21,44.6,81,90,8.05
470,Kjollefjord,NO,2020-12-27 17:41:03,70.95,27.35,19.4,67,0,16.11
471,Coahuayana,MX,2020-12-27 17:41:03,18.73,-103.68,78.8,36,5,5.06
472,Alice Springs,AU,2020-12-27 17:38:45,-23.7,133.88,80.01,50,0,6.93
473,Hami,CN,2020-12-27 17:38:04,42.8,93.45,18.12,82,14,4.76
474,Preobrazheniye,RU,2020-12-27 17:41:04,42.9,133.91,23.45,92,91,5.44
475,Moron,AR,2020-12-27 17:38:01,-34.65,-58.62,87.01,54,0,5.01
476,Gladstone,AU,2020-12-27 17:41:05,-23.85,151.25,75.2,78,90,4.7
477,Tautira,PF,2020-12-27 17:38:51,-17.73,-149.15,82.4,69,20,3.36
478,Quatre Cocos,MU,2020-12-27 17:37:36,-20.21,57.76,79.0,83,75,10.29
479,Pasighat,IN,2020-12-27 17:41:06,28.07,95.33,56.95,44,13,3.33
480,Ugoofaaru,MV,2020-12-27 17:41:06,5.67,73.0,81.86,73,21,7.11
481,Broken Arrow,US,2020-12-27 17:38:50,36.05,-95.79,61.0,33,1,12.75
482,Basoko,CD,2020-12-27 17:37:10,1.24,23.62,76.8,83,100,2.37
483,Barcelona,ES,2020-12-27 17:37:02,41.39,2.16,51.01,61,0,13.87
484,Tuy Hoa,VN,2020-12-27 17:41:07,13.08,109.3,71.53,89,99,5.93
485,Denpasar,ID,2020-12-27 17:37:25,-8.65,115.22,78.8,88,75,5.82
486,Ouargaye,BF,2020-12-27 17:41:07,11.5,0.06,80.76,14,23,7.4
487,Parrita,CR,2020-12-27 17:41:08,9.52,-84.32,78.8,60,40,18.34
488,Chernyy Yar,RU,2020-12-27 17:41:08,48.06,46.11,29.64,98,83,7.74
489,Meulaboh,ID,2020-12-27 17:37:52,4.14,96.13,77.22,90,88,4.18
490,Ryotsu,JP,2020-12-27 17:41:08,38.08,138.43,46.04,82,100,3.62
491,Ullapool,GB,2020-12-27 17:41:09,57.9,-5.16,36.0,63,100,11.99
492,Vestmanna,FO,2020-12-27 17:41:09,62.16,-7.17,42.8,81,100,38.03
493,Guaruja,BR,2020-12-27 17:41:09,-23.99,-46.26,82.4,74,20,6.93
494,Derzhavinsk,KZ,2020-12-27 17:41:10,51.1,66.32,4.96,93,4,11.23
495,Hereford,GB,2020-12-27 17:41:10,52.06,-2.71,39.0,84,45,7.52
496,Shubarkuduk,KZ,2020-12-27 17:41:10,49.14,56.49,23.97,97,100,19.17
497,Misratah,LY,2020-12-27 17:38:01,32.38,15.09,56.5,57,2,13.67
498,Lokoja,NG,2020-12-27 17:41:11,7.8,6.74,87.46,22,37,2.8
499,Lagunas,PE,2020-12-27 17:41:11,-5.23,-75.68,84.47,81,100,2.93
500,Estevan,CA,2020-12-27 17:41:11,49.13,-102.98,14.0,85,90,9.17
501,Qiyang,CN,2020-12-27 17:41:12,26.59,111.85,53.82,79,35,1.81
502,Kincardine,GB,2020-12-27 17:37:51,56.07,-3.72,37.99,81,20,13.87
503,Karatau,KZ,2020-12-27 17:38:17,43.17,70.47,23.25,97,99,3.02
504,Parker,US,2020-12-27 17:41:12,32.77,-97.8,66.99,36,0,4.0
505,Vinh,VN,2020-12-27 17:41:12,18.67,105.67,70.07,95,87,3.74
506,Shimoda,JP,2020-12-27 17:37:54,34.67,138.95,41.0,90,68,7.61
507,Birjand,IR,2020-12-27 17:41:13,32.87,59.22,26.6,53,0,4.7
508,Tonantins,BR,2020-12-27 17:39:36,-2.87,-67.8,84.25,80,90,2.77
509,Touba,CI,2020-12-27 17:41:13,8.28,-7.68,84.81,20,93,2.95
510,Juneau,US,2020-12-27 17:41:13,58.3,-134.42,34.0,92,90,1.72
511,Reconquista,AR,2020-12-27 17:41:14,-29.15,-59.65,94.96,30,11,7.78
512,Morehead,US,2020-12-27 17:41:14,37.27,-87.18,55.99,37,1,13.87
513,Waipawa,NZ,2020-12-27 17:41:14,-41.41,175.52,53.6,71,94,26.4
514,Santa Cruz,BO,2020-12-27 17:33:58,-17.8,-63.17,91.4,49,75,11.41
515,Plettenberg Bay,ZA,2020-12-27 17:41:15,-34.05,23.37,66.25,70,96,6.98
516,Vardo,NO,2020-12-27 17:41:15,70.37,31.11,17.6,78,75,13.87
517,Vestmannaeyjar,IS,2020-12-27 17:41:15,63.44,-20.27,39.2,69,20,43.62
518,Bermejo,AR,2020-12-27 17:41:15,-32.88,-68.8,84.2,35,40,8.05
519,Bestobe,KZ,2020-12-27 17:41:16,52.5,73.1,-4.27,77,50,6.15
520,Leshan,CN,2020-12-27 17:41:16,29.56,103.76,50.63,71,100,0.43
521,Praya,CV,2020-12-27 17:41:16,14.92,-23.51,75.2,73,75,17.22
522,Sinnar,SD,2020-12-27 17:41:16,13.57,33.57,79.75,24,38,12.08
523,Namatanai,PG,2020-12-27 17:38:21,-3.67,152.43,80.71,72,8,6.38
524,Temiscaming,CA,2020-12-27 17:41:17,46.72,-79.1,19.4,79,37,6.93
525,Monrovia,LR,2020-12-27 17:41:17,6.3,-10.8,87.8,66,75,11.41
526,Maracaibo,VE,2020-12-27 17:41:18,10.63,-71.64,86.86,52,20,3.11
527,Faanui,PF,2020-12-27 17:38:11,-16.48,-151.75,80.13,74,100,9.95
528,Choix,MX,2020-12-27 17:41:18,26.71,-108.32,81.01,17,0,1.41
529,Makaleng,BW,2020-12-27 17:41:18,-20.9,27.28,77.0,83,20,8.05
530,Mackay,AU,2020-12-27 17:41:18,-21.15,149.2,78.8,78,40,10.29
531,Karwar,IN,2020-12-27 17:41:19,14.8,74.13,75.34,60,51,5.73
532,Broome,US,2020-12-27 17:38:06,42.25,-75.83,28.99,73,90,4.7
533,Balaghat,IN,2020-12-27 17:41:19,21.8,80.18,60.26,44,0,2.75
534,Lillesand,NO,2020-12-27 17:41:19,58.25,8.38,42.01,86,75,25.28
535,Senno,RU,2020-12-27 17:41:20,59.53,33.92,10.99,87,50,6.8
536,Liepaja,LV,2020-12-27 17:38:36,56.54,21.04,32.0,86,100,13.87
537,Beihai,CN,2020-12-27 17:41:20,21.48,109.1,68.99,79,92,8.03
538,Khani,GE,2020-12-27 17:41:20,41.96,42.96,41.0,67,0,4.7
539,Rafai,CF,2020-12-27 17:41:20,4.95,23.92,81.75,34,8,2.73
540,Sumenep,ID,2020-12-27 17:41:21,-7.02,113.87,79.74,80,61,4.03
541,Tayoltita,MX,2020-12-27 17:41:21,24.08,-105.93,80.42,17,0,4.9
542,Lethbridge,CA,2020-12-27 17:41:21,49.7,-112.82,19.4,92,75,4.7
543,Praia Da Vitoria,PT,2020-12-27 17:35:09,38.73,-27.07,55.99,82,75,12.44
544,Svetlyy,RU,2020-12-27 17:38:36,54.67,20.13,32.0,88,0,17.9
545,Arman,RU,2020-12-27 17:38:31,59.7,150.17,-19.68,80,5,9.57
546,Khandyga,RU,2020-12-27 17:41:22,62.67,135.6,-50.37,76,100,3.6
547,Queanbeyan,AU,2020-12-27 17:39:17,-35.35,149.23,63.0,67,97,5.82
548,Itaqui,BR,2020-12-27 17:41:22,-29.13,-56.55,93.33,32,0,6.67
549,Launceston,AU,2020-12-27 17:36:24,-41.45,147.17,42.8,93,33,2.24
550,Half Moon Bay,US,2020-12-27 17:37:01,37.46,-122.43,50.0,87,75,4.05
551,Osakarovka,KZ,2020-12-27 17:41:23,50.56,72.57,2.46,86,0,8.63
552,Lichuan,CN,2020-12-27 17:41:23,30.3,108.85,38.75,85,36,1.54
553,Bera,BD,2020-12-27 17:41:24,24.08,89.62,60.98,54,0,4.56
554,Tahe,CN,2020-12-27 17:41:24,52.33,124.73,-20.74,83,9,3.27
555,Havelock,US,2020-12-27 17:41:24,34.88,-76.9,52.0,38,0,3.0
556,Zinder,NE,2020-12-27 17:41:24,13.81,8.99,78.8,22,29,6.93
557,Byron Bay,AU,2020-12-27 17:41:25,-28.65,153.62,71.6,78,0,9.17
